codigoTabelaReferencia,nome_marca_carro,valor_marca_carro,nome_carro,valor_carro,nome_ano_carro,valor_ano_carro,codigo_fipe,nome_marca_carro_final,nome_carro_modelo,valor_carro_fipe,ano_modelo_carro,combustivel,mes_referencia,data_consulta,tipo_veiculo,sigla_combustivel
287,GM - Chevrolet,23,TRACKER 1.0 Turbo 12V Flex Aut. ,9597,32000 Gasolina,32000-1,004526-8,GM - Chevrolet,TRACKER 1.0 Turbo 12V Flex Aut. ,"R$ 119.845,00",32000,Gasolina,julho de 2022 ,"quarta-feira, 9 de outubro de 2024 13:00",1,G
287,Hyundai,26,Creta Action 1.6 16V Flex Aut.,9113,32000 Gasolina,32000-1,015190-4,Hyundai,Creta Action 1.6 16V Flex Aut.,"R$ 108.711,00",32000,Gasolina,julho de 2022 ,"quarta-feira, 9 de outubro de 2024 13:00",1,G
287,JAC,177,iEV 40 115cv 5p. (Elétrico),8694,32000 Gasolina,32000-1,080022-8,JAC,iEV 40 115cv 5p. (Elétrico),"R$ 197.261,00",32000,Gasolina,julho de 2022 ,"quarta-feira, 9 de outubro de 2024 13:00",1,G
287,Jeep,29,COMPASS SPORT T270 1.3 TB 4x2 Flex Aut.,9460,32000 Gasolina,32000-1,017072-0,Jeep,COMPASS SPORT T270 1.3 TB 4x2 Flex Aut.,"R$ 174.645,00",32000,Gasolina,julho de 2022 ,"quarta-feira, 9 de outubro de 2024 13:00",1,G
287,Toyota,56,Corolla Cross SE 1.8 16V Aut. (Híbrido),9324,32000 Gasolina,32000-1,002202-0,Toyota,Corolla Cross SE 1.8 16V Aut. (Híbrido),"R$ 214.274,00",32000,Gasolina,julho de 2022 ,"quarta-feira, 9 de outubro de 2024 13:00",1,G
287,Toyota,56,Hilux CD 4x4 2.8 Diesel Mec.,2241,32000 Diesel,32000-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
288,Fiat,21,ARGO 1.0 6V Flex.,8315,32000 Gasolina,32000-1,001509-1,Fiat,ARGO 1.0 6V Flex.,"R$ 80.000,00",32000,Gasolina,agosto de 2022 ,"quarta-feira, 9 de outubro de 2024 13:01",1,G
288,Fiat,21,Strada Endurance 1.4 Flex 8V CS Plus,9109,32000 Gasolina,32000-1,001526-1,Fiat,Strada Endurance 1.4 Flex 8V CS Plus,"R$ 98.841,00",32000,Gasolina,agosto de 2022 ,"quarta-feira, 9 de outubro de 2024 13:01",1,G
288,Fiat,21,Toro Endurance 1.3 T270 4x2 Flex Aut.,9493,32000 Gasolina,32000-1,001537-7,Fiat,Toro Endurance 1.3 T270 4x2 Flex Aut.,"R$ 141.320,00",32000,Gasolina,agosto de 2022 ,"quarta-feira, 9 de outubro de 2024 13:01",1,G
288,GM - Chevrolet,23,ONIX HATCH 1.0 12V Flex 5p Mec.,8988,32000 Gasolina,32000-1,004519-5,GM - Chevrolet,ONIX HATCH 1.0 12V Flex 5p Mec.,"R$ 78.398,00",32000,Gasolina,agosto de 2022 ,"quarta-feira, 9 de outubro de 2024 13:01",1,G
288,GM - Chevrolet,23,TRACKER 1.0 Turbo 12V Flex Aut. ,9597,32000 Gasolina,32000-1,004526-8,GM - Chevrolet,TRACKER 1.0 Turbo 12V Flex Aut. ,"R$ 118.793,00",32000,Gasolina,agosto de 2022 ,"quarta-feira, 9 de outubro de 2024 13:01",1,G
288,Hyundai,26,Creta Action 1.6 16V Flex Aut.,9113,32000 Gasolina,32000-1,015190-4,Hyundai,Creta Action 1.6 16V Flex Aut.,"R$ 108.814,00",32000,Gasolina,agosto de 2022 ,"quarta-feira, 9 de outubro de 2024 13:01",1,G
288,JAC,177,iEV 40 115cv 5p. (Elétrico),8694,32000 Gasolina,32000-1,080022-8,JAC,iEV 40 115cv 5p. (Elétrico),"R$ 196.076,00",32000,Gasolina,agosto de 2022 ,"quarta-feira, 9 de outubro de 2024 13:03",1,G
288,Jeep,29,COMPASS SPORT T270 1.3 TB 4x2 Flex Aut.,9460,32000 Gasolina,32000-1,017072-0,Jeep,COMPASS SPORT T270 1.3 TB 4x2 Flex Aut.,"R$ 174.516,00",32000,Gasolina,agosto de 2022 ,"quarta-feira, 9 de outubro de 2024 13:03",1,G
288,Toyota,56,Hilux CD 4x4 2.8 Diesel Mec.,2241,32000 Diesel,32000-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
288,Volvo,58,XC 60 T-8 INSC. EXPRESS. 2.0 (Híbrido),9933,32000 Gasolina,32000-1,029151-0,Volvo,XC 60 T-8 INSC. EXPRESS. 2.0 (Híbrido),"R$ 398.197,00",32000,Gasolina,agosto de 2022 ,"quarta-feira, 9 de outubro de 2024 13:03",1,G
289,BMW,7,X3 XDRIVE 30e X-Line Turbo Aut. (Híb.),10078,32000 Gasolina,32000-1,009272-0,BMW,X3 XDRIVE 30e X-Line Turbo Aut. (Híb.),"R$ 411.571,00",32000,Gasolina,setembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:03",1,G
289,Fiat,21,ARGO 1.0 6V Flex.,8315,32000 Gasolina,32000-1,001509-1,Fiat,ARGO 1.0 6V Flex.,"R$ 78.849,00",32000,Gasolina,setembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:03",1,G
289,Fiat,21,Strada Endurance 1.4 Flex 8V CS Plus,9109,32000 Gasolina,32000-1,001526-1,Fiat,Strada Endurance 1.4 Flex 8V CS Plus,"R$ 100.113,00",32000,Gasolina,setembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:03",1,G
289,Fiat,21,Toro Endurance 1.3 T270 4x2 Flex Aut.,9493,32000 Gasolina,32000-1,001537-7,Fiat,Toro Endurance 1.3 T270 4x2 Flex Aut.,"R$ 145.822,00",32000,Gasolina,setembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:03",1,G
289,GM - Chevrolet,23,ONIX HATCH 1.0 12V Flex 5p Mec.,8988,32000 Gasolina,32000-1,004519-5,GM - Chevrolet,ONIX HATCH 1.0 12V Flex 5p Mec.,"R$ 78.410,00",32000,Gasolina,setembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:03",1,G
289,GM - Chevrolet,23,TRACKER 1.0 Turbo 12V Flex Aut. ,9597,32000 Gasolina,32000-1,004526-8,GM - Chevrolet,TRACKER 1.0 Turbo 12V Flex Aut. ,"R$ 118.856,00",32000,Gasolina,setembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:03",1,G
289,Hyundai,26,Creta Action 1.6 16V Flex Aut.,9113,32000 Gasolina,32000-1,015190-4,Hyundai,Creta Action 1.6 16V Flex Aut.,"R$ 112.533,00",32000,Gasolina,setembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:03",1,G
289,JAC,177,iEV 40 115cv 5p. (Elétrico),8694,32000 Gasolina,32000-1,080022-8,JAC,iEV 40 115cv 5p. (Elétrico),"R$ 195.938,00",32000,Gasolina,setembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:03",1,G
289,Jeep,29,COMPASS SPORT T270 1.3 TB 4x2 Flex Aut.,9460,32000 Gasolina,32000-1,017072-0,Jeep,COMPASS SPORT T270 1.3 TB 4x2 Flex Aut.,"R$ 176.545,00",32000,Gasolina,setembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:03",1,G
289,Renault,48,KWID Intense (Elétrico) ,10022,32000 Gasolina,32000-1,025318-9,Renault,KWID Intense (Elétrico) ,"R$ 147.999,00",32000,Gasolina,setembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:03",1,G
289,Toyota,56,Corolla Altis 1.8 16V Aut. (Híbrido),9984,32000 Gasolina,32000-1,002182-2,Toyota,Corolla Altis 1.8 16V Aut. (Híbrido),"R$ 180.033,00",32000,Gasolina,setembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:05",1,G
289,Toyota,56,Corolla Cross SE 1.8 16V Aut. (Híbrido),9324,2022 Gasolina,2022-1,002202-0,Toyota,Corolla Cross SE 1.8 16V Aut. (Híbrido),"R$ 189.189,00",2022,Gasolina,setembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:05",1,G
289,Toyota,56,Hilux CD 4x4 2.8 Diesel Mec.,2241,32000 Diesel,32000-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
289,Toyota,56,RAV4 2.5 S 4x4  Aut. (Híbrido),10056,2020 Gasolina,2020-1,002179-2,Toyota,RAV4 2.5 S 4x4  Aut. (Híbrido),"R$ 239.976,00",2020,Gasolina,setembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:05",1,G
289,Volvo,58,C40 Pure  (Elétrico),9968,32000 Gasolina,32000-1,029152-8,Volvo,C40 Pure  (Elétrico),"R$ 425.162,00",32000,Gasolina,setembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:05",1,G
289,Volvo,58,XC 60 T-8 INSC. EXPRESS. 2.0 (Híbrido),9933,32000 Gasolina,32000-1,029151-0,Volvo,XC 60 T-8 INSC. EXPRESS. 2.0 (Híbrido),"R$ 396.010,00",32000,Gasolina,setembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:05",1,G
290,BMW,7,X3 XDRIVE 30e X-Line Turbo Aut. (Híb.),10078,32000 Gasolina,32000-1,009272-0,BMW,X3 XDRIVE 30e X-Line Turbo Aut. (Híb.),"R$ 413.032,00",32000,Gasolina,outubro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:05",1,G
290,Fiat,21,ARGO 1.0 6V Flex.,8315,32000 Gasolina,32000-1,001509-1,Fiat,ARGO 1.0 6V Flex.,"R$ 78.037,00",32000,Gasolina,outubro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:05",1,G
290,Fiat,21,Strada Endurance 1.4 Flex 8V CS Plus,9109,32000 Gasolina,32000-1,001526-1,Fiat,Strada Endurance 1.4 Flex 8V CS Plus,"R$ 98.135,00",32000,Gasolina,outubro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:05",1,G
290,Fiat,21,Toro Endurance 1.3 T270 4x2 Flex Aut.,9493,32000 Gasolina,32000-1,001537-7,Fiat,Toro Endurance 1.3 T270 4x2 Flex Aut.,"R$ 143.522,00",32000,Gasolina,outubro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:05",1,G
290,GM - Chevrolet,23,ONIX HATCH 1.0 12V Flex 5p Mec.,8988,32000 Gasolina,32000-1,004519-5,GM - Chevrolet,ONIX HATCH 1.0 12V Flex 5p Mec.,"R$ 79.185,00",32000,Gasolina,outubro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:05",1,G
290,GM - Chevrolet,23,TRACKER 1.0 Turbo 12V Flex Aut. ,9597,32000 Gasolina,32000-1,004526-8,GM - Chevrolet,TRACKER 1.0 Turbo 12V Flex Aut. ,"R$ 118.034,00",32000,Gasolina,outubro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:05",1,G
290,Hyundai,26,Creta Action 1.6 16V Flex Aut.,9113,32000 Gasolina,32000-1,015190-4,Hyundai,Creta Action 1.6 16V Flex Aut.,"R$ 114.152,00",32000,Gasolina,outubro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:05",1,G
290,JAC,177,iEV 40 115cv 5p. (Elétrico),8694,2022 Gasolina,2022-1,080022-8,JAC,iEV 40 115cv 5p. (Elétrico),"R$ 188.644,00",2022,Gasolina,outubro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:05",1,G
290,Jeep,29,COMPASS SPORT T270 1.3 TB 4x2 Flex Aut.,9460,32000 Gasolina,32000-1,017072-0,Jeep,COMPASS SPORT T270 1.3 TB 4x2 Flex Aut.,"R$ 176.173,00",32000,Gasolina,outubro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:05",1,G
290,Renault,48,KWID Intense (Elétrico) ,10022,32000 Gasolina,32000-1,025318-9,Renault,KWID Intense (Elétrico) ,"R$ 147.596,00",32000,Gasolina,outubro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:05",1,G
290,Toyota,56,Corolla Altis 1.8 16V Aut. (Híbrido),9984,32000 Gasolina,32000-1,002182-2,Toyota,Corolla Altis 1.8 16V Aut. (Híbrido),"R$ 181.695,00",32000,Gasolina,outubro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:05",1,G
290,Toyota,56,Corolla Cross SE 1.8 16V Aut. (Híbrido),9324,2022 Gasolina,2022-1,002202-0,Toyota,Corolla Cross SE 1.8 16V Aut. (Híbrido),"R$ 188.905,00",2022,Gasolina,outubro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:07",1,G
290,Toyota,56,Hilux CD 4x4 2.8 Diesel Mec.,2241,32000 Diesel,32000-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
290,Toyota,56,RAV4 2.5 S 4x4  Aut. (Híbrido),10056,2020 Gasolina,2020-1,002179-2,Toyota,RAV4 2.5 S 4x4  Aut. (Híbrido),"R$ 238.409,00",2020,Gasolina,outubro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:07",1,G
290,Volvo,58,C40 Pure  (Elétrico),9968,32000 Gasolina,32000-1,029152-8,Volvo,C40 Pure  (Elétrico),"R$ 424.523,00",32000,Gasolina,outubro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:07",1,G
290,Volvo,58,XC 60 T-8 INSC. EXPRESS. 2.0 (Híbrido),9933,32000 Gasolina,32000-1,029151-0,Volvo,XC 60 T-8 INSC. EXPRESS. 2.0 (Híbrido),"R$ 397.797,00",32000,Gasolina,outubro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:07",1,G
291,BMW,7,X3 XDRIVE 30e X-Line Turbo Aut. (Híb.),10078,32000 Gasolina,32000-1,009272-0,BMW,X3 XDRIVE 30e X-Line Turbo Aut. (Híb.),"R$ 401.720,00",32000,Gasolina,novembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:07",1,G
291,Fiat,21,ARGO 1.0 6V Flex.,8315,32000 Gasolina,32000-1,001509-1,Fiat,ARGO 1.0 6V Flex.,"R$ 77.562,00",32000,Gasolina,novembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:07",1,G
291,Fiat,21,Strada Endurance 1.4 Flex 8V CS Plus,9109,32000 Gasolina,32000-1,001526-1,Fiat,Strada Endurance 1.4 Flex 8V CS Plus,"R$ 99.696,00",32000,Gasolina,novembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:07",1,G
291,Fiat,21,Toro Endurance 1.3 T270 4x2 Flex Aut.,9493,32000 Gasolina,32000-1,001537-7,Fiat,Toro Endurance 1.3 T270 4x2 Flex Aut.,"R$ 144.543,00",32000,Gasolina,novembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:07",1,G
291,GM - Chevrolet,23,ONIX HATCH 1.0 12V Flex 5p Mec.,8988,32000 Gasolina,32000-1,004519-5,GM - Chevrolet,ONIX HATCH 1.0 12V Flex 5p Mec.,"R$ 81.166,00",32000,Gasolina,novembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:07",1,G
291,GM - Chevrolet,23,TRACKER 1.0 Turbo 12V Flex Aut. ,9597,32000 Gasolina,32000-1,004526-8,GM - Chevrolet,TRACKER 1.0 Turbo 12V Flex Aut. ,"R$ 119.919,00",32000,Gasolina,novembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:07",1,G
291,Hyundai,26,Creta Action 1.6 16V Flex Aut.,9113,32000 Gasolina,32000-1,015190-4,Hyundai,Creta Action 1.6 16V Flex Aut.,"R$ 114.657,00",32000,Gasolina,novembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:07",1,G
291,JAC,177,iEV 40 115cv 5p. (Elétrico),8694,2022 Gasolina,2022-1,080022-8,JAC,iEV 40 115cv 5p. (Elétrico),"R$ 188.304,00",2022,Gasolina,novembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:07",1,G
291,Jeep,29,COMPASS SPORT T270 1.3 TB 4x2 Flex Aut.,9460,32000 Gasolina,32000-1,017072-0,Jeep,COMPASS SPORT T270 1.3 TB 4x2 Flex Aut.,"R$ 176.557,00",32000,Gasolina,novembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:07",1,G
291,Renault,48,KWID Intense (Elétrico) ,10022,32000 Gasolina,32000-1,025318-9,Renault,KWID Intense (Elétrico) ,"R$ 146.955,00",32000,Gasolina,novembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:07",1,G
291,Toyota,56,Corolla Altis 1.8 16V Aut. (Híbrido),9984,32000 Gasolina,32000-1,002182-2,Toyota,Corolla Altis 1.8 16V Aut. (Híbrido),"R$ 183.714,00",32000,Gasolina,novembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:07",1,G
291,Toyota,56,Corolla Cross SE 1.8 16V Aut. (Híbrido),9324,2022 Gasolina,2022-1,002202-0,Toyota,Corolla Cross SE 1.8 16V Aut. (Híbrido),"R$ 188.564,00",2022,Gasolina,novembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:07",1,G
291,Toyota,56,Hilux CD 4x4 2.8 Diesel Mec.,2241,32000 Diesel,32000-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
291,Toyota,56,RAV4 2.5 S 4x4  Aut. (Híbrido),10056,2020 Gasolina,2020-1,002179-2,Toyota,RAV4 2.5 S 4x4  Aut. (Híbrido),"R$ 233.843,00",2020,Gasolina,novembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:09",1,G
291,Volvo,58,C40 Pure  (Elétrico),9968,32000 Gasolina,32000-1,029152-8,Volvo,C40 Pure  (Elétrico),"R$ 428.571,00",32000,Gasolina,novembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:09",1,G
291,Volvo,58,XC 60 T-8 INSC. EXPRESS. 2.0 (Híbrido),9933,32000 Gasolina,32000-1,029151-0,Volvo,XC 60 T-8 INSC. EXPRESS. 2.0 (Híbrido),"R$ 401.939,00",32000,Gasolina,novembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:09",1,G
292,BMW,7,X3 XDRIVE 30e X-Line Turbo Aut. (Híb.),10078,32000 Gasolina,32000-1,009272-0,BMW,X3 XDRIVE 30e X-Line Turbo Aut. (Híb.),"R$ 398.658,00",32000,Gasolina,dezembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:09",1,G
292,BYD,238,Yuan Plus (Elétrico),10184,32000 Gasolina,32000-1,095006-8,BYD,Yuan Plus (Elétrico),"R$ 269.996,00",32000,Gasolina,dezembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:09",1,G
292,Fiat,21,ARGO 1.0 6V Flex.,8315,32000 Gasolina,32000-1,001509-1,Fiat,ARGO 1.0 6V Flex.,"R$ 77.695,00",32000,Gasolina,dezembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:09",1,G
292,Fiat,21,Strada Endurance 1.4 Flex 8V CS Plus,9109,32000 Gasolina,32000-1,001526-1,Fiat,Strada Endurance 1.4 Flex 8V CS Plus,"R$ 98.926,00",32000,Gasolina,dezembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:09",1,G
292,Fiat,21,Toro Endurance 1.3 T270 4x2 Flex Aut.,9493,32000 Gasolina,32000-1,001537-7,Fiat,Toro Endurance 1.3 T270 4x2 Flex Aut.,"R$ 143.624,00",32000,Gasolina,dezembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:09",1,G
292,GM - Chevrolet,23,ONIX HATCH 1.0 12V Flex 5p Mec.,8988,32000 Gasolina,32000-1,004519-5,GM - Chevrolet,ONIX HATCH 1.0 12V Flex 5p Mec.,"R$ 81.405,00",32000,Gasolina,dezembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:09",1,G
292,GM - Chevrolet,23,TRACKER 1.0 Turbo 12V Flex Aut. ,9597,32000 Gasolina,32000-1,004526-8,GM - Chevrolet,TRACKER 1.0 Turbo 12V Flex Aut. ,"R$ 119.893,00",32000,Gasolina,dezembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:09",1,G
292,Hyundai,26,Creta Action 1.6 16V Flex Aut.,9113,32000 Gasolina,32000-1,015190-4,Hyundai,Creta Action 1.6 16V Flex Aut.,"R$ 113.314,00",32000,Gasolina,dezembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:09",1,G
292,JAC,177,iEV 40 115cv 5p. (Elétrico),8694,2022 Gasolina,2022-1,080022-8,JAC,iEV 40 115cv 5p. (Elétrico),"R$ 188.124,00",2022,Gasolina,dezembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:09",1,G
292,Jeep,29,COMPASS SPORT T270 1.3 TB 4x2 Flex Aut.,9460,32000 Gasolina,32000-1,017072-0,Jeep,COMPASS SPORT T270 1.3 TB 4x2 Flex Aut.,"R$ 176.564,00",32000,Gasolina,dezembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:09",1,G
292,Renault,48,KWID Intense (Elétrico) ,10022,32000 Gasolina,32000-1,025318-9,Renault,KWID Intense (Elétrico) ,"R$ 147.643,00",32000,Gasolina,dezembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:09",1,G
292,Toyota,56,Corolla Altis 1.8 16V Aut. (Híbrido),9984,32000 Gasolina,32000-1,002182-2,Toyota,Corolla Altis 1.8 16V Aut. (Híbrido),"R$ 183.863,00",32000,Gasolina,dezembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:09",1,G
292,Toyota,56,Corolla Cross SE 1.8 16V Aut. (Híbrido),9324,2022 Gasolina,2022-1,002202-0,Toyota,Corolla Cross SE 1.8 16V Aut. (Híbrido),"R$ 186.245,00",2022,Gasolina,dezembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:09",1,G
292,Toyota,56,Hilux CD 4x4 2.8 Diesel Mec.,2241,32000 Diesel,32000-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
292,Toyota,56,RAV4 2.5 S 4x4  Aut. (Híbrido),10056,2020 Gasolina,2020-1,002179-2,Toyota,RAV4 2.5 S 4x4  Aut. (Híbrido),"R$ 231.950,00",2020,Gasolina,dezembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:11",1,G
292,Volvo,58,C40 Pure  (Elétrico),9968,32000 Gasolina,32000-1,029152-8,Volvo,C40 Pure  (Elétrico),"R$ 427.798,00",32000,Gasolina,dezembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:11",1,G
292,Volvo,58,XC 60 T-8 INSC. EXPRESS. 2.0 (Híbrido),9933,32000 Gasolina,32000-1,029151-0,Volvo,XC 60 T-8 INSC. EXPRESS. 2.0 (Híbrido),"R$ 395.345,00",32000,Gasolina,dezembro de 2022 ,"quarta-feira, 9 de outubro de 2024 13:11",1,G
293,BMW,7,X3 XDRIVE 30e X-Line Turbo Aut. (Híb.),10078,32000 Gasolina,32000-1,009272-0,BMW,X3 XDRIVE 30e X-Line Turbo Aut. (Híb.),"R$ 397.715,00",32000,Gasolina,janeiro de 2023 ,"quarta-feira, 9 de outubro de 2024 13:11",1,G
293,BYD,238,Yuan Plus (Elétrico),10184,32000 Gasolina,32000-1,095006-8,BYD,Yuan Plus (Elétrico),"R$ 269.996,00",32000,Gasolina,janeiro de 2023 ,"quarta-feira, 9 de outubro de 2024 13:11",1,G
293,Fiat,21,ARGO 1.0 6V Flex.,8315,32000 Gasolina,32000-1,001509-1,Fiat,ARGO 1.0 6V Flex.,"R$ 77.560,00",32000,Gasolina,janeiro de 2023 ,"quarta-feira, 9 de outubro de 2024 13:11",1,G
293,Fiat,21,Strada Endurance 1.4 Flex 8V CS Plus,9109,32000 Gasolina,32000-1,001526-1,Fiat,Strada Endurance 1.4 Flex 8V CS Plus,"R$ 99.652,00",32000,Gasolina,janeiro de 2023 ,"quarta-feira, 9 de outubro de 2024 13:11",1,G
293,Fiat,21,Toro Endurance 1.3 T270 4x2 Flex Aut.,9493,32000 Gasolina,32000-1,001537-7,Fiat,Toro Endurance 1.3 T270 4x2 Flex Aut.,"R$ 144.292,00",32000,Gasolina,janeiro de 2023 ,"quarta-feira, 9 de outubro de 2024 13:11",1,G
293,GM - Chevrolet,23,ONIX HATCH 1.0 12V Flex 5p Mec.,8988,32000 Gasolina,32000-1,004519-5,GM - Chevrolet,ONIX HATCH 1.0 12V Flex 5p Mec.,"R$ 81.493,00",32000,Gasolina,janeiro de 2023 ,"quarta-feira, 9 de outubro de 2024 13:11",1,G
293,GM - Chevrolet,23,TRACKER 1.0 Turbo 12V Flex Aut. ,9597,32000 Gasolina,32000-1,004526-8,GM - Chevrolet,TRACKER 1.0 Turbo 12V Flex Aut. ,"R$ 118.137,00",32000,Gasolina,janeiro de 2023 ,"quarta-feira, 9 de outubro de 2024 13:11",1,G
293,Honda,25,HR-V EX 1.5 Flex Sensing 16V 5p Aut.,10217,32000 Gasolina,32000-1,014109-7,Honda,HR-V EX 1.5 Flex Sensing 16V 5p Aut.,"R$ 146.414,00",32000,Gasolina,janeiro de 2023 ,"quarta-feira, 9 de outubro de 2024 13:11",1,G
293,Hyundai,26,Creta Action 1.6 16V Flex Aut.,9113,32000 Gasolina,32000-1,015190-4,Hyundai,Creta Action 1.6 16V Flex Aut.,"R$ 114.421,00",32000,Gasolina,janeiro de 2023 ,"quarta-feira, 9 de outubro de 2024 13:11",1,G
293,JAC,177,iEV 40 115cv 5p. (Elétrico),8694,2022 Gasolina,2022-1,080022-8,JAC,iEV 40 115cv 5p. (Elétrico),"R$ 186.368,00",2022,Gasolina,janeiro de 2023 ,"quarta-feira, 9 de outubro de 2024 13:11",1,G
293,Jeep,29,COMPASS SPORT T270 1.3 TB 4x2 Flex Aut.,9460,32000 Gasolina,32000-1,017072-0,Jeep,COMPASS SPORT T270 1.3 TB 4x2 Flex Aut.,"R$ 176.919,00",32000,Gasolina,janeiro de 2023 ,"quarta-feira, 9 de outubro de 2024 13:11",1,G
293,Renault,48,KWID Intense (Elétrico) ,10022,32000 Gasolina,32000-1,025318-9,Renault,KWID Intense (Elétrico) ,"R$ 147.196,00",32000,Gasolina,janeiro de 2023 ,"quarta-feira, 9 de outubro de 2024 13:11",1,G
293,Toyota,56,Corolla Altis 1.8 16V Aut. (Híbrido),9984,32000 Gasolina,32000-1,002182-2,Toyota,Corolla Altis 1.8 16V Aut. (Híbrido),"R$ 183.495,00",32000,Gasolina,janeiro de 2023 ,"quarta-feira, 9 de outubro de 2024 13:11",1,G
293,Toyota,56,Corolla Cross SE 1.8 16V Aut. (Híbrido),9324,2022 Gasolina,2022-1,002202-0,Toyota,Corolla Cross SE 1.8 16V Aut. (Híbrido),"R$ 185.406,00",2022,Gasolina,janeiro de 2023 ,"quarta-feira, 9 de outubro de 2024 13:13",1,G
293,Toyota,56,Hilux CD 4x4 2.8 Diesel Mec.,2241,32000 Diesel,32000-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
293,Toyota,56,RAV4 2.5 S 4x4  Aut. (Híbrido),10056,2020 Gasolina,2020-1,002179-2,Toyota,RAV4 2.5 S 4x4  Aut. (Híbrido),"R$ 229.088,00",2020,Gasolina,janeiro de 2023 ,"quarta-feira, 9 de outubro de 2024 13:13",1,G
293,Volvo,58,C40 Pure  (Elétrico),9968,32000 Gasolina,32000-1,029152-8,Volvo,C40 Pure  (Elétrico),"R$ 434.309,00",32000,Gasolina,janeiro de 2023 ,"quarta-feira, 9 de outubro de 2024 13:13",1,G
293,Volvo,58,XC 60 T-8 INSC. EXPRESS. 2.0 (Híbrido),9933,32000 Gasolina,32000-1,029151-0,Volvo,XC 60 T-8 INSC. EXPRESS. 2.0 (Híbrido),"R$ 393.565,00",32000,Gasolina,janeiro de 2023 ,"quarta-feira, 9 de outubro de 2024 13:13",1,G
